date,id_vendor,type_wood,price_wood_PerBF
2024-01-11,1,mahogany,12.26
2024-01-11,111,maple,6.87
2024-01-11,2,mahogany,
2024-01-11,2,maple,6.71
2024-01-11,2,rosewood,70.8
2024-01-11,3 ,mahogany,12.39
2024-01-11,3 ,maple,6.74
2024-01-11,3 ,rosewood,59.15
2024-01-12,2,rosewood,66.97
2024-01-12,111,rosewood,68.42
2024-01-12,222,mahogany,12.3
2024-01-12,222,maple,6.22
2024-01-12,111,mahogany,12.83
2024-01-12,111,maple,6.2
2024-01-12,3,mahogany,10.9
2024-01-12,3,maple,5.84
2024-01-12,3,rosewood,68.15
2024-01-13,2,maple,6.58
2024-01-13,3,mahogany,12.9
2024-01-13,3,rosewood,72.56
2024-01-13,1,maple,
2024-01-13,1,rosewood,77.66
2024-01-13,1 ,mahogany,13.11
2024-01-13,2,mahogany,14.34
2024-01-13,2,rosewood,70.21
2024-01-13,333,maple,5.7
2024-01-13,333,maple,5.7
2024-01-14,3,mahogany,11.85
2024-01-14,1,maple,5.63
2024-01-14,1 ,mahogany,11.91
2024-01-14,111,rosewood,69.37
2024-01-14,2,mahogany,12.09
2024-01-14,2,rosewood,73.57
2024-01-14,2 ,maple,6.82
2024-01-14,3,maple,5.71
2024-01-14,333 ,rosewood,70.25
2024-01-15,1,maple,5.53
2024-01-15,1,rosewood,73.15
2024-01-15,2,rosewood,72.82
2024-01-15,3,rosewood,73.0
2024-01-15,1,mahogany,11.6
2024-01-15,2,mahogany,10.95
2024-01-15,2,maple,5.77
2024-01-15,3,maple,5.92
2024-01-15,333,mahogany,12.77
2024-01-16,1,maple,6.36
2024-01-16,2,maple,6.44
2024-01-16,3,mahogany,11.91
2024-01-16,222,mahogany,13.93
2024-01-16,1 ,mahogany,11.31
2024-01-16,111,rosewood,66.63
2024-01-16,2,rosewood,71.29
2024-01-16,3,maple,6.54
2024-01-16,3,rosewood,68.28
2024-01-17,3,rosewood,77.37
2024-01-17,1,mahogany,13.4
2024-01-17,1 ,maple,6.64
2024-01-17,1 ,rosewood,57.62
2024-01-17,2,mahogany,14.31
2024-01-17,2,maple,6.36
2024-01-17,2,rosewood,66.72
2024-01-17,3,maple,6.68
2024-01-17,333,mahogany,13.33
2024-01-18,2,rosewood,75.89
2024-01-18,222,mahogany,13.61
2024-01-18,1,mahogany,11.56
2024-01-18,1,maple,5.06
2024-01-18,111,rosewood,79.98
2024-01-18,2,maple,8.67
2024-01-18,3,mahogany,13.35
2024-01-18,3,maple,5.09
2024-01-18,333,rosewood,69.73
2024-01-19,2,mahogany,12.78
2024-01-19,3,rosewood,73.79
2024-01-19,1,mahogany,
2024-01-19,1,maple,5.56
2024-01-19,1,rosewood,66.21
2024-01-19,2,maple,5.62
2024-01-19,2 ,rosewood,71.53
2024-01-19,3 ,mahogany,11.09
2024-01-19,3 ,maple,5.86
2024-01-20,1,mahogany,11.31
2024-01-20,1,maple,6.05
2024-01-20,2,rosewood,48.58
2024-01-20,111,rosewood,68.72
2024-01-20,2,maple,7.94
2024-01-20,222,mahogany,9.37
2024-01-20,3,mahogany,14.2
2024-01-20,3,maple,6.31
2024-01-20,3 ,rosewood,70.58
2024-01-21,1,mahogany,11.15
2024-01-21,2,mahogany,
2024-01-21,3,mahogany,13.02
2024-01-21,3,maple,5.89
2024-01-21,1,maple,
2024-01-21,1,rosewood,70.56
2024-01-21,2,rosewood,80.78
2024-01-21,2 ,maple,6.53
2024-01-21,3,rosewood,64.55
2024-01-22,1,rosewood,70.68
2024-01-22,3,rosewood,69.38
2024-01-22,222,rosewood,56.63
2024-01-22,1,maple,5.93
2024-01-22,111 ,mahogany,11.08
2024-01-22,2,mahogany,16.2
2024-01-22,2,maple,6.25
2024-01-22,3,mahogany,12.27
2024-01-22,333,maple,5.49
2024-01-23,3,maple,6.98
2024-01-23,222,maple,6.37
2024-01-23,1,rosewood,64.16
2024-01-23,111,mahogany,12.88
2024-01-23,111,maple,6.11
2024-01-23,2,mahogany,14.9
2024-01-23,2,rosewood,81.7
2024-01-23,3,rosewood,58.87
2024-01-23,333 ,mahogany,12.05
2024-01-24,111,mahogany,11.22
2024-01-24,333,maple,5.94
2024-01-24,1,maple,5.65
2024-01-24,1,rosewood,72.14
2024-01-24,2,mahogany,13.54
2024-01-24,2,rosewood,61.79
2024-01-24,222,maple,5.71
2024-01-24,3 ,mahogany,12.97
2024-01-24,3 ,rosewood,67.51
2024-01-25,1,maple,5.74
2024-01-25,2,rosewood,75.88
2024-01-25,3,rosewood,69.8
2024-01-25,1,mahogany,13.31
2024-01-25,111,rosewood,50.51
2024-01-25,2,maple,7.07
2024-01-25,222,mahogany,10.87
2024-01-25,3,maple,6.32
2024-01-25,333,mahogany,12.33
2024-01-26,1,rosewood,71.56
2024-01-26,3,maple,5.74
2024-01-26,222,maple,5.65
2024-01-26,1,mahogany,12.51
2024-01-26,111,maple,6.16
2024-01-26,2,rosewood,87.02
2024-01-26,2 ,mahogany,12.75
2024-01-26,3,rosewood,73.62
2024-01-26,3 ,mahogany,12.43
2024-01-27,2,maple,5.42
2024-01-27,3,mahogany,11.82
2024-01-27,3,maple,7.15
2024-01-27,222,mahogany,15.21
2024-01-27,1,mahogany,12.3
2024-01-27,1,rosewood,62.99
2024-01-27,111,maple,6.53
2024-01-27,222 ,rosewood,74.0
2024-01-27,3 ,rosewood,74.35
2024-01-28,1,maple,6.39
2024-01-28,1,rosewood,72.68
2024-01-28,2,rosewood,68.75
2024-01-28,3,maple,6.95
2024-01-28,3,rosewood,74.8
2024-01-28,1,mahogany,11.76
2024-01-28,2,maple,5.22
2024-01-28,222 ,mahogany,12.49
2024-01-28,333 ,mahogany,11.77
2024-01-29,2,rosewood,64.62
2024-01-29,3,mahogany,12.54
2024-01-29,3,maple,6.31
2024-01-29,333,rosewood,68.17
2024-01-29,1,mahogany,12.81
2024-01-29,1,maple,6.55
2024-01-29,1 ,rosewood,72.25
2024-01-29,2,mahogany,16.59
2024-01-29,2,maple,6.8
2024-01-30,1,rosewood,67.43
2024-01-30,2,maple,5.13
2024-01-30,2,rosewood,70.4
2024-01-30,111,maple,7.05
2024-01-30,111,mahogany,10.74
2024-01-30,222,mahogany,13.5
2024-01-30,3,mahogany,13.67
2024-01-30,3,maple,6.07
2024-01-30,3,rosewood,63.33
2024-01-31,2,mahogany,14.79
2024-01-31,111,rosewood,74.74
2024-01-31,1,mahogany,10.31
2024-01-31,1 ,maple,6.33
2024-01-31,2,rosewood,70.3
2024-01-31,222 ,maple,6.24
2024-01-31,3,mahogany,12.64
2024-01-31,3 ,maple,6.48
2024-01-31,333,rosewood,64.33
2024-02-01,1,mahogany,13.05
2024-02-01,3,rosewood,64.02
2024-02-01,222,rosewood,53.03
2024-02-01,1,rosewood,81.22
2024-02-01,111 ,maple,6.19
2024-02-01,222,mahogany,11.05
2024-02-01,222,maple,6.59
2024-02-01,3,maple,
2024-02-01,333,mahogany,11.57
2024-02-02,1,mahogany,10.25
2024-02-02,3,mahogany,12.31
2024-02-02,3,maple,6.53
2024-02-02,222,mahogany,14.42
2024-02-02,1,maple,6.75
2024-02-02,1,rosewood,78.59
2024-02-02,2 ,maple,8.6
2024-02-02,222,rosewood,
2024-02-02,3,rosewood,74.99
2024-02-03,2,maple,6.45
2024-02-03,3,mahogany,12.2
2024-02-03,3,maple,7.16
2024-02-03,222,mahogany,13.38
2024-02-03,1,maple,6.25
2024-02-03,1,rosewood,62.53
2024-02-03,1 ,mahogany,11.78
2024-02-03,2,rosewood,82.83
2024-02-03,3 ,rosewood,64.9
2024-02-04,1,mahogany,12.21
2024-02-04,1,maple,6.13
2024-02-04,1,rosewood,69.51
2024-02-04,2,mahogany,17.34
2024-02-04,2,rosewood,65.18
2024-02-04,2 ,maple,6.6
2024-02-04,3,mahogany,11.91
2024-02-04,3,rosewood,76.4
2024-02-04,333,maple,6.15
2024-02-05,1,mahogany,11.18
2024-02-05,333,rosewood,60.55
2024-02-05,1,maple,5.7
2024-02-05,1,rosewood,73.52
2024-02-05,2,maple,6.03
2024-02-05,2,rosewood,76.1
2024-02-05,222,mahogany,10.45
2024-02-05,3,mahogany,13.08
2024-02-05,3,maple,5.83
2024-02-06,2,rosewood,57.06
2024-02-06,3,rosewood,78.07
2024-02-06,111,mahogany,12.47
2024-02-06,1 ,maple,6.14
2024-02-06,111,rosewood,73.0
2024-02-06,2,mahogany,10.82
2024-02-06,2,maple,6.33
2024-02-06,3,mahogany,12.56
2024-02-06,3,maple,6.51
2024-02-07,1,maple,5.91
2024-02-07,1,rosewood,67.7
2024-02-07,333,rosewood,71.68
2024-02-07,1,mahogany,13.6
2024-02-07,2,mahogany,12.8
2024-02-07,2,rosewood,56.5
2024-02-07,2 ,maple,6.33
2024-02-07,3,mahogany,12.28
2024-02-07,3 ,maple,5.98
2024-02-08,3,maple,7.11
2024-02-08,3,rosewood,64.98
2024-02-08,111,rosewood,78.24
2024-02-08,1,mahogany,10.42
2024-02-08,111,maple,7.22
2024-02-08,2,mahogany,12.11
2024-02-08,2,maple,6.25
2024-02-08,2,rosewood,80.55
2024-02-08,3 ,mahogany,12.59
2024-02-09,1,maple,6.78
2024-02-09,1,rosewood,74.03
2024-02-09,1 ,mahogany,13.68
2024-02-09,2,maple,7.56
2024-02-09,2 ,mahogany,13.64
2024-02-09,222 ,rosewood,86.19
2024-02-09,3,mahogany,14.3
2024-02-09,3,rosewood,63.28
2024-02-09,3 ,maple,7.28
2024-02-10,3,mahogany,13.79
2024-02-10,3,rosewood,71.0
2024-02-10,111,mahogany,13.21
2024-02-10,1,maple,5.78
2024-02-10,111,rosewood,69.47
2024-02-10,2,mahogany,12.34
2024-02-10,2,maple,8.03
2024-02-10,2,rosewood,77.47
2024-02-10,3 ,maple,6.04
2024-02-11,2,mahogany,15.65
2024-02-11,111,maple,5.74
2024-02-11,111,rosewood,67.55
2024-02-11,1,mahogany,13.83
2024-02-11,2,rosewood,65.02
2024-02-11,222,maple,5.63
2024-02-11,3 ,rosewood,65.79
2024-02-11,333,mahogany,12.68
2024-02-11,333,maple,6.81
2024-02-12,3,rosewood,68.86
2024-02-12,1,mahogany,12.56
2024-02-12,1 ,rosewood,67.26
2024-02-12,111,maple,6.47
2024-02-12,2,mahogany,10.4
2024-02-12,2,maple,7.31
2024-02-12,2 ,rosewood,68.92
2024-02-12,3,maple,6.17
2024-02-12,333,mahogany,9.63
2024-02-13,1,mahogany,12.16
2024-02-13,1,rosewood,78.78
2024-02-13,2,rosewood,79.33
2024-02-13,3,maple,6.04
2024-02-13,1,maple,6.03
2024-02-13,222,mahogany,7.95
2024-02-13,222,maple,7.17
2024-02-13,3 ,rosewood,66.37
2024-02-13,333,mahogany,11.25
2024-02-14,1,maple,6.0
2024-02-14,2,maple,5.74
2024-02-14,333,rosewood,75.2
2024-02-14,1,mahogany,12.54
2024-02-14,1,rosewood,72.44
2024-02-14,2,rosewood,62.63
2024-02-14,222 ,mahogany,14.19
2024-02-14,3,maple,5.47
2024-02-14,333 ,mahogany,12.21
2024-02-15,1,mahogany,12.87
2024-02-15,1,rosewood,76.05
2024-02-15,2,maple,5.94
2024-02-15,2,rosewood,74.17
2024-02-15,2,rosewood,74.17
2024-02-15,1,maple,7.12
2024-02-15,2,mahogany,14.06
2024-02-15,3,mahogany,13.26
2024-02-15,3 ,rosewood,69.41
2024-02-15,333,maple,6.51
2024-02-16,1,mahogany,12.84
2024-02-16,2,rosewood,92.22
2024-02-16,222,mahogany,12.71
2024-02-16,222,maple,5.27
2024-02-16,1 ,rosewood,70.75
2024-02-16,111,maple,6.06
2024-02-16,3,mahogany,12.01
2024-02-16,3,rosewood,67.48
2024-02-16,333 ,maple,6.4
2024-02-17,2,mahogany,12.32
2024-02-17,2,maple,7.67
2024-02-17,3,maple,5.86
2024-02-17,3,rosewood,81.06
2024-02-17,1,mahogany,12.79
2024-02-17,1,rosewood,74.18
2024-02-17,1 ,maple,6.32
2024-02-17,222,rosewood,75.16
2024-02-17,3,mahogany,11.8
2024-02-18,2,maple,5.2
2024-02-18,1,mahogany,10.65
2024-02-18,1,maple,6.44
2024-02-18,1,rosewood,63.29
2024-02-18,2,mahogany,10.11
2024-02-18,2 ,rosewood,79.36
2024-02-18,3,rosewood,73.41
2024-02-18,3 ,mahogany,11.38
2024-02-18,333,maple,6.2
2024-02-19,1,mahogany,11.67
2024-02-19,2,maple,8.57
2024-02-19,3,mahogany,12.18
2024-02-19,1,maple,6.23
2024-02-19,1,rosewood,67.37
2024-02-19,2,mahogany,14.31
2024-02-19,2,rosewood,55.9
2024-02-19,3,maple,6.77
2024-02-19,333,rosewood,69.8
2024-02-20,2,rosewood,59.97
2024-02-20,1,mahogany,11.16
2024-02-20,1 ,rosewood,74.58
2024-02-20,111,maple,6.59
2024-02-20,2,mahogany,10.24
2024-02-20,222,maple,8.02
2024-02-20,3,mahogany,12.95
2024-02-20,3,maple,5.71
2024-02-20,333,rosewood,68.26
2024-02-21,1,maple,6.3
2024-02-21,2,maple,6.03
2024-02-21,1,rosewood,75.89
2024-02-21,111 ,mahogany,11.57
2024-02-21,2 ,mahogany,12.35
2024-02-21,2 ,rosewood,69.56
2024-02-21,3,rosewood,69.91
2024-02-21,3 ,mahogany,12.93
2024-02-21,3 ,maple,6.86
2024-02-22,1,maple,6.09
2024-02-22,2,maple,8.83
2024-02-22,3,maple,5.59
2024-02-22,1,mahogany,12.22
2024-02-22,1,rosewood,70.26
2024-02-22,2,mahogany,12.4
2024-02-22,2,rosewood,52.24
2024-02-22,3,mahogany,12.53
2024-02-22,333,rosewood,66.36
2024-02-23,3,rosewood,64.82
2024-02-23,1,mahogany,12.9
2024-02-23,1,rosewood,78.75
2024-02-23,1 ,maple,7.0
2024-02-23,2,mahogany,10.79
2024-02-23,2,maple,6.39
2024-02-23,222,rosewood,68.9
2024-02-23,3 ,maple,5.74
2024-02-23,333,mahogany,13.17
2024-02-24,2,maple,7.8
2024-02-24,2,rosewood,63.94
2024-02-24,3,rosewood,68.49
2024-02-24,222,mahogany,11.83
2024-02-24,1,mahogany,12.41
2024-02-24,1,maple,6.71
2024-02-24,1 ,rosewood,69.31
2024-02-24,3 ,mahogany,14.61
2024-02-24,3 ,maple,6.64
2024-02-25,1,mahogany,10.71
2024-02-25,1,maple,5.37
2024-02-25,1,rosewood,65.76
2024-02-25,2,mahogany,9.73
2024-02-25,3,mahogany,12.31
2024-02-25,3,maple,6.51
2024-02-25,2,rosewood,84.93
2024-02-25,222,maple,6.61
2024-02-25,3 ,rosewood,59.5
2024-02-26,222,rosewood,58.81
2024-02-26,1,maple,6.63
2024-02-26,1,rosewood,58.39
2024-02-26,1 ,mahogany,11.36
2024-02-26,2 ,maple,4.6
2024-02-26,222,mahogany,11.7
2024-02-26,3,mahogany,12.09
2024-02-26,3 ,rosewood,55.64
2024-02-26,333,maple,5.95
2024-02-27,1,mahogany,12.29
2024-02-27,3,mahogany,12.8
2024-02-27,111,rosewood,62.57
2024-02-27,222,rosewood,67.75
2024-02-27,333,maple,5.93
2024-02-27,111,maple,6.27
2024-02-27,2 ,maple,6.5
2024-02-27,222,mahogany,
2024-02-27,3,rosewood,64.4
2024-02-28,1,rosewood,70.76
2024-02-28,1 ,maple,5.78
2024-02-28,111,mahogany,13.52
2024-02-28,2,mahogany,15.82
2024-02-28,2 ,rosewood,74.62
2024-02-28,222,maple,8.09
2024-02-28,3,maple,6.67
2024-02-28,333,mahogany,12.65
2024-02-28,333,rosewood,80.29
2024-02-29,1,maple,6.42
2024-02-29,1,mahogany,13.44
2024-02-29,1 ,rosewood,72.52
2024-02-29,2,mahogany,12.87
2024-02-29,2 ,maple,6.99
2024-02-29,222,rosewood,73.3
2024-02-29,3,mahogany,10.12
2024-02-29,3,rosewood,64.58
2024-02-29,333,maple,6.55
2024-03-01,2,mahogany,11.36
2024-03-01,3,mahogany,11.04
2024-03-01,111,maple,6.44
2024-03-01,333,rosewood,61.1
2024-03-01,111,mahogany,13.63
2024-03-01,111,rosewood,72.34
2024-03-01,2,maple,7.09
2024-03-01,2 ,rosewood,108.1
2024-03-01,3,maple,6.64
2024-03-02,1,mahogany,12.8
2024-03-02,1,maple,6.48
2024-03-02,2,mahogany,9.76
2024-03-02,2,mahogany,9.76
2024-03-02,2,rosewood,65.8
2024-03-02,3,maple,6.09
2024-03-02,1,rosewood,67.96
2024-03-02,1,rosewood,67.96
2024-03-02,222,maple,7.71
2024-03-02,3,mahogany,12.59
2024-03-02,3,rosewood,65.5
2024-03-03,1,mahogany,13.52
2024-03-03,1,maple,5.72
2024-03-03,2,maple,5.58
2024-03-03,3,maple,6.32
2024-03-03,111 ,rosewood,
2024-03-03,2,mahogany,13.71
2024-03-03,2,rosewood,61.74
2024-03-03,3,mahogany,11.33
2024-03-03,3,rosewood,73.48
2024-03-04,1,maple,6.13
2024-03-04,1,rosewood,72.51
2024-03-04,2,mahogany,12.12
2024-03-04,2,maple,6.32
2024-03-04,111,mahogany,10.91
2024-03-04,2,rosewood,79.2
2024-03-04,3,mahogany,13.64
2024-03-04,3,maple,
2024-03-04,3,rosewood,69.43
2024-03-05,2,mahogany,12.55
2024-03-05,2,maple,6.48
2024-03-05,1,mahogany,15.23
2024-03-05,1,maple,6.24
2024-03-05,1,rosewood,71.29
2024-03-05,2,rosewood,
2024-03-05,3,mahogany,13.51
2024-03-05,3 ,maple,6.16
2024-03-05,333,rosewood,70.03
2024-03-06,2,maple,5.73
2024-03-06,3,rosewood,78.97
2024-03-06,1,mahogany,12.26
2024-03-06,1,maple,6.14
2024-03-06,1,rosewood,68.5
2024-03-06,2 ,rosewood,70.28
2024-03-06,222,mahogany,12.83
2024-03-06,3 ,maple,6.68
2024-03-06,333,mahogany,11.78
2024-03-07,1,mahogany,10.85
2024-03-07,3,mahogany,12.43
2024-03-07,1,rosewood,74.24
2024-03-07,111,maple,6.86
2024-03-07,2,rosewood,85.67
2024-03-07,222,mahogany,15.24
2024-03-07,222,maple,6.44
2024-03-07,3,maple,6.13
2024-03-07,3,rosewood,78.02
2024-03-08,1,mahogany,13.93
2024-03-08,1,maple,6.31
2024-03-08,1,rosewood,56.06
2024-03-08,2,maple,5.84
2024-03-08,3,rosewood,71.46
2024-03-08,222,mahogany,13.62
2024-03-08,222,rosewood,82.04
2024-03-08,3,mahogany,12.26
2024-03-08,3,maple,5.6
2024-03-09,1,rosewood,77.61
2024-03-09,2,maple,6.49
2024-03-09,3,rosewood,55.82
2024-03-09,111,maple,6.07
2024-03-09,333,maple,5.7
2024-03-09,1,mahogany,12.26
2024-03-09,2,mahogany,12.05
2024-03-09,2,rosewood,72.89
2024-03-09,3,mahogany,11.76
2024-03-10,2,mahogany,10.68
2024-03-10,2,maple,6.59
2024-03-10,111,rosewood,72.3
2024-03-10,111,mahogany,11.23
2024-03-10,111,maple,6.45
2024-03-10,2,rosewood,62.5
2024-03-10,3,rosewood,63.1
2024-03-10,3 ,maple,5.94
2024-03-10,333,mahogany,11.27
2024-03-11,1,rosewood,75.25
2024-03-11,2,maple,6.14
2024-03-11,3,maple,6.24
2024-03-11,1,mahogany,11.27
2024-03-11,1,maple,6.16
2024-03-11,2,mahogany,12.08
2024-03-11,2,rosewood,75.16
2024-03-11,3 ,mahogany,12.17
2024-03-11,333,rosewood,61.53
2024-03-12,2,maple,6.68
2024-03-12,3,mahogany,10.29
2024-03-12,3,rosewood,77.45
2024-03-12,1,mahogany,12.19
2024-03-12,1,maple,5.76
2024-03-12,1,rosewood,69.48
2024-03-12,2,rosewood,86.72
2024-03-12,2 ,mahogany,13.09
2024-03-12,3,maple,5.85
2024-03-13,2,maple,7.64
2024-03-13,333,mahogany,13.11
2024-03-13,1 ,maple,6.34
2024-03-13,1 ,rosewood,75.28
2024-03-13,111,mahogany,12.81
2024-03-13,2,mahogany,14.11
2024-03-13,2,rosewood,79.3
2024-03-13,3,maple,6.51
2024-03-13,333,rosewood,65.86
2024-03-14,1,mahogany,10.71
2024-03-14,2,mahogany,13.63
2024-03-14,2,rosewood,69.69
2024-03-14,3,mahogany,12.46
2024-03-14,111,rosewood,79.14
2024-03-14,1,maple,5.92
2024-03-14,2,maple,7.38
2024-03-14,3,rosewood,59.18
2024-03-14,333 ,maple,
2024-03-15,1,mahogany,10.74
2024-03-15,1,maple,6.66
2024-03-15,1,rosewood,71.11
2024-03-15,2,rosewood,88.6
2024-03-15,2 ,maple,7.07
2024-03-15,222,mahogany,12.51
2024-03-15,3,mahogany,12.85
2024-03-15,3,maple,6.16
2024-03-15,333,rosewood,61.87
2024-03-16,2,mahogany,12.5
2024-03-16,3,maple,6.58
2024-03-16,222,maple,7.22
2024-03-16,1,maple,6.26
2024-03-16,1,rosewood,72.47
2024-03-16,111,mahogany,11.85
2024-03-16,111,mahogany,11.85
2024-03-16,2,rosewood,88.62
2024-03-16,333 ,mahogany,12.18
2024-03-16,333 ,rosewood,68.33
2024-03-17,1,mahogany,11.49
2024-03-17,1,rosewood,64.81
2024-03-17,1 ,maple,5.93
2024-03-17,2,mahogany,10.31
2024-03-17,2,maple,6.42
2024-03-17,2,rosewood,59.31
2024-03-17,3,mahogany,10.18
2024-03-17,333,maple,5.66
2024-03-17,333,rosewood,66.15
2024-03-18,1,rosewood,78.27
2024-03-18,2,mahogany,10.31
2024-03-18,2,maple,6.82
2024-03-18,3,mahogany,11.97
2024-03-18,3,rosewood,71.22
2024-03-18,1,mahogany,12.02
2024-03-18,1,maple,5.98
2024-03-18,2 ,rosewood,67.26
2024-03-18,333,maple,6.85
2024-03-19,1,rosewood,64.76
2024-03-19,3,mahogany,13.01
2024-03-19,3,rosewood,68.66
2024-03-19,1 ,maple,5.98
2024-03-19,111,mahogany,
2024-03-19,2,rosewood,86.38
2024-03-19,2 ,maple,5.92
2024-03-19,2 ,maple,5.92
2024-03-19,222,mahogany,11.25
2024-03-19,3,maple,8.21
2024-03-20,1,mahogany,11.83
2024-03-20,2,mahogany,11.35
2024-03-20,2,maple,4.87
2024-03-20,111,maple,5.55
2024-03-20,1,rosewood,73.39
2024-03-20,2,rosewood,84.52
2024-03-20,3,mahogany,14.2
2024-03-20,3,maple,5.97
2024-03-20,3 ,rosewood,57.58
2024-03-21,1,maple,6.14
2024-03-21,2,maple,5.23
2024-03-21,2,rosewood,83.47
2024-03-21,333,maple,5.94
2024-03-21,1 ,mahogany,12.58
2024-03-21,111 ,rosewood,65.07
2024-03-21,2,mahogany,
2024-03-21,3,mahogany,12.39
2024-03-21,333,rosewood,67.09
2024-03-22,1,maple,6.81
2024-03-22,2,maple,4.5
2024-03-22,1,mahogany,13.02
2024-03-22,1,rosewood,
2024-03-22,2,mahogany,15.11
2024-03-22,2,rosewood,64.19
2024-03-22,3,mahogany,12.25
2024-03-22,3,maple,6.4
2024-03-22,3,rosewood,70.99
2024-03-23,2,mahogany,12.87
2024-03-23,2,maple,7.12
2024-03-23,2,rosewood,79.23
2024-03-23,1,rosewood,63.37
2024-03-23,1 ,mahogany,10.74
2024-03-23,111,maple,6.19
2024-03-23,3,maple,5.87
2024-03-23,333,mahogany,12.36
2024-03-23,333,rosewood,64.83
2024-03-24,1,rosewood,68.0
2024-03-24,2,maple,5.0
2024-03-24,3,mahogany,11.84
2024-03-24,3,rosewood,57.0
2024-03-24,1,maple,6.92
2024-03-24,111,mahogany,11.48
2024-03-24,2,mahogany,12.69
2024-03-24,2 ,rosewood,48.23
2024-03-24,3 ,maple,5.67
2024-03-25,1,mahogany,9.4
2024-03-25,1,maple,6.13
2024-03-25,2,mahogany,12.03
2024-03-25,111,rosewood,71.89
2024-03-25,222,rosewood,75.11
2024-03-25,333,rosewood,69.88
2024-03-25,2,maple,6.68
2024-03-25,3,maple,5.57
2024-03-25,3 ,mahogany,10.16
2024-03-26,1,rosewood,69.65
2024-03-26,3,mahogany,
2024-03-26,3,rosewood,67.79
2024-03-26,222,maple,
2024-03-26,1 ,mahogany,11.18
2024-03-26,111,maple,6.1
2024-03-26,2,mahogany,
2024-03-26,2,rosewood,60.43
2024-03-26,333,maple,5.84
2024-03-27,1,mahogany,11.4
2024-03-27,1,maple,6.19
2024-03-27,2,rosewood,61.6
2024-03-27,3,maple,5.62
2024-03-27,333,rosewood,62.68
2024-03-27,1,rosewood,67.18
2024-03-27,2,mahogany,16.13
2024-03-27,2,maple,6.28
2024-03-27,3,mahogany,12.26
2024-03-28,1,mahogany,12.7
2024-03-28,3,rosewood,63.16
2024-03-28,333,mahogany,11.09
2024-03-28,1,maple,7.16
2024-03-28,1,rosewood,76.95
2024-03-28,2,mahogany,11.18
