date,id_vendor,type_wood,price_wood_PerBF
2024-01-17,3,maple,6.28
2024-01-17,3,rosewood,82.92
2024-01-18,1,mahogany,12.24
2024-01-18,1,maple,6.25
2024-01-18,1,rosewood,59.37
2024-01-18,2,mahogany,14.9
2024-01-18,2,maple,6.14
2024-01-18,2,rosewood,76.59
2024-01-18,3,mahogany,12.78
2024-01-18,3,maple,5.94
2024-01-18,3,rosewood,66.45
2024-01-19,1,mahogany,13.29
2024-01-19,1,maple,6.67
2024-01-19,1,rosewood,71.72
2024-01-19,2,mahogany,13.53
2024-01-19,2,maple,5.62
2024-01-19,2,rosewood,51.67
2024-01-19,3,mahogany,11.28
2024-01-19,3,maple,7.03
2024-01-19,3,rosewood,67.28
2024-01-20,1,mahogany,12.45
2024-01-20,1,maple,6.68
2024-01-20,1,rosewood,68.66
2024-01-20,2,mahogany,
2024-01-20,2,maple,7.09
2024-01-20,2,rosewood,73.87
2024-01-20,3,mahogany,12.37
2024-01-20,3,maple,5.84
2024-01-20,3,rosewood,81.44
2024-01-21,1,mahogany,13.59
2024-01-21,1,maple,6.61
2024-01-21,1,rosewood,69.93
2024-01-21,2,mahogany,
2024-01-21,2,maple,5.45
2024-01-21,2,rosewood,67.24
2024-01-21,3,mahogany,13.3
2024-01-21,3,maple,6.56
2024-01-21,3,rosewood,77.31
2024-01-22,1,mahogany,12.0
2024-01-22,1,maple,6.32
2024-01-22,1,rosewood,76.46
2024-01-22,2,mahogany,11.6
2024-01-22,2,maple,5.62
2024-01-22,2,rosewood,68.27
2024-01-22,3,mahogany,13.36
2024-01-22,3,maple,6.17
2024-01-22,3,rosewood,69.59
2024-01-23,1,mahogany,12.14
2024-01-23,1,maple,6.38
2024-01-23,1,rosewood,65.37
2024-01-23,2,mahogany,9.79
2024-01-23,2,maple,5.51
2024-01-23,2,rosewood,71.27
2024-01-23,3,mahogany,13.48
2024-01-23,3,maple,6.49
2024-01-23,3,rosewood,69.98
2024-01-24,1,mahogany,11.99
2024-01-24,1,maple,7.14
2024-01-24,1,rosewood,69.38
2024-01-24,2,mahogany,14.33
2024-01-24,2,maple,4.31
2024-01-24,2,rosewood,65.04
2024-01-24,3,mahogany,12.84
2024-01-24,3,maple,7.19
2024-01-24,3,rosewood,64.63
2024-01-25,1,mahogany,12.91
2024-01-25,1,maple,5.55
2024-01-25,1,rosewood,80.26
2024-01-25,2,mahogany,12.36
2024-01-25,2,maple,6.04
2024-01-25,2,rosewood,73.69
2024-01-25,3,mahogany,11.4
2024-01-25,3,maple,6.39
2024-01-25,3,rosewood,71.21
2024-01-26,1,mahogany,12.31
2024-01-26,1,maple,6.18
2024-01-26,1,rosewood,78.49
2024-01-26,2,mahogany,13.09
2024-01-26,2,maple,5.3
2024-01-26,2,rosewood,69.11
2024-01-26,3,mahogany,13.21
2024-01-26,3,maple,5.69
2024-01-26,3,rosewood,71.5
2024-01-27,1,mahogany,11.67
2024-01-27,1,maple,6.8
2024-01-27,1,rosewood,70.38
2024-01-27,2,mahogany,10.59
2024-01-27,2,maple,6.05
2024-01-27,2,rosewood,86.27
2024-01-27,3,mahogany,13.38
2024-01-27,3,maple,5.38
2024-01-27,3,rosewood,77.71
2024-01-28,1,mahogany,12.61
2024-01-28,1,maple,5.12
2024-01-28,1,rosewood,75.5
2024-01-28,2,mahogany,13.12
2024-01-28,2,maple,4.71
2024-01-28,2,rosewood,70.07
2024-01-28,3,mahogany,10.43
2024-01-28,3,maple,6.21
2024-01-28,3,rosewood,71.66
2024-01-29,1,mahogany,11.47
2024-01-29,1,maple,6.17
2024-01-29,1,rosewood,75.35
2024-01-29,2,mahogany,10.97
2024-01-29,2,maple,5.79
2024-01-29,2,rosewood,55.62
2024-01-29,3,mahogany,12.31
2024-01-29,3,maple,6.2
2024-01-29,3,rosewood,69.83
2024-01-30,1,mahogany,13.26
2024-01-30,1,maple,5.89
2024-01-30,1,rosewood,66.94
2024-01-30,2,mahogany,10.2
2024-01-30,2,maple,7.86
2024-01-30,2,rosewood,68.09
2024-01-30,3,mahogany,13.08
2024-01-30,3,maple,6.41
2024-01-30,3,rosewood,68.86
2024-01-31,1,mahogany,11.45
2024-01-31,1,maple,5.82
2024-01-31,1,rosewood,62.04
2024-01-31,2,mahogany,11.05
2024-01-31,2,maple,5.99
2024-01-31,2,rosewood,81.81
2024-01-31,3,mahogany,13.15
2024-01-31,3,maple,7.44
2024-01-31,3,rosewood,75.24
2024-02-01,1,mahogany,12.01
2024-02-01,1,maple,5.87
2024-02-01,1,rosewood,59.28
2024-02-01,2,mahogany,14.26
2024-02-01,2,maple,5.71
2024-02-01,2,rosewood,65.64
2024-02-01,3,mahogany,12.55
2024-02-01,3,maple,5.83
2024-02-01,3,rosewood,68.21
2024-02-02,1,mahogany,11.49
2024-02-02,1,maple,5.91
2024-02-02,1,rosewood,74.23
2024-02-02,2,mahogany,16.33
2024-02-02,2,maple,7.84
2024-02-02,2,rosewood,64.85
2024-02-02,3,mahogany,11.5
2024-02-02,3,maple,6.02
2024-02-02,3,rosewood,67.81
2024-02-03,1,mahogany,11.25
2024-02-03,1,maple,6.33
2024-02-03,1,rosewood,69.17
2024-02-03,2,mahogany,11.74
2024-02-03,2,maple,7.27
2024-02-03,2,rosewood,64.75
2024-02-03,3,mahogany,13.03
2024-02-03,3,maple,6.97
2024-02-03,3,rosewood,72.75
2024-02-04,1,mahogany,12.19
2024-02-04,1,maple,6.38
2024-02-04,1,rosewood,66.62
2024-02-04,2,mahogany,13.42
2024-02-04,2,maple,7.81
2024-02-04,2,rosewood,64.59
2024-02-04,3,mahogany,13.09
2024-02-04,3,maple,6.52
2024-02-04,3,rosewood,75.3
2024-02-05,1,mahogany,12.12
2024-02-05,1,maple,6.67
2024-02-05,1,rosewood,66.21
2024-02-05,2,mahogany,8.32
2024-02-05,2,maple,6.63
2024-02-05,2,rosewood,68.55
2024-02-05,3,mahogany,12.74
2024-02-05,3,maple,6.64
2024-02-05,3,rosewood,61.21
2024-02-06,1,mahogany,13.53
2024-02-06,1,maple,6.51
2024-02-06,1,rosewood,82.72
2024-02-06,2,mahogany,10.45
2024-02-06,2,maple,5.56
2024-02-06,2,rosewood,86.73
2024-02-06,3,mahogany,12.9
2024-02-06,3,maple,6.89
2024-02-06,3,rosewood,66.98
2024-02-07,1,mahogany,13.34
2024-02-07,1,maple,6.68
2024-02-07,1,rosewood,60.86
2024-02-07,2,mahogany,13.03
2024-02-07,2,maple,4.66
2024-02-07,2,rosewood,86.61
2024-02-07,3,mahogany,12.78
2024-02-07,3,maple,5.69
2024-02-07,3,rosewood,70.07
2024-02-08,1,mahogany,13.1
2024-02-08,1,maple,5.79
2024-02-08,1,rosewood,72.64
2024-02-08,2,mahogany,12.84
2024-02-08,2,maple,6.43
2024-02-08,2,rosewood,97.58
2024-02-08,3,mahogany,13.02
2024-02-08,3,maple,6.79
2024-02-08,3,rosewood,
2024-02-09,1,mahogany,11.79
2024-02-09,1,maple,6.6
2024-02-09,1,rosewood,70.41
2024-02-09,2,mahogany,9.68
2024-02-09,2,maple,6.09
2024-02-09,2,rosewood,70.88
2024-02-09,3,mahogany,11.18
2024-02-09,3,maple,6.79
2024-02-09,3,rosewood,59.1
2024-02-10,1,mahogany,
2024-02-10,1,maple,6.05
2024-02-10,1,rosewood,63.8
2024-02-10,2,mahogany,11.23
2024-02-10,2,maple,6.48
2024-02-10,2,rosewood,69.77
2024-02-10,3,mahogany,12.66
2024-02-10,3,maple,7.53
2024-02-10,3,rosewood,63.22
2024-02-11,1,mahogany,13.75
2024-02-11,1,maple,4.85
2024-02-11,1,rosewood,63.41
2024-02-11,2,mahogany,12.88
2024-02-11,2,maple,5.02
2024-02-11,2,rosewood,62.83
2024-02-11,3,mahogany,13.44
2024-02-11,3,maple,6.89
2024-02-11,3,rosewood,73.44
2024-02-12,1,mahogany,
2024-02-12,1,maple,5.62
2024-02-12,1,rosewood,72.8
2024-02-12,2,mahogany,10.53
2024-02-12,2,maple,7.01
2024-02-12,2,rosewood,75.69
2024-02-12,3,mahogany,11.42
2024-02-12,3,maple,6.56
2024-02-12,3,rosewood,71.21
2024-02-13,1,mahogany,11.11
2024-02-13,1,maple,5.92
2024-02-13,1,rosewood,75.87
2024-02-13,2,mahogany,13.92
2024-02-13,2,maple,5.02
2024-02-13,2,rosewood,52.64
2024-02-13,3,mahogany,11.96
2024-02-13,3,maple,6.74
2024-02-13,3,rosewood,69.2
2024-02-14,1,mahogany,14.51
2024-02-14,1,maple,6.51
2024-02-14,1,rosewood,62.78
2024-02-14,2,mahogany,
2024-02-14,2,maple,6.44
2024-02-14,2,rosewood,53.96
2024-02-14,3,mahogany,13.05
2024-02-14,3,maple,6.02
2024-02-14,3,rosewood,
2024-02-15,1,mahogany,12.88
2024-02-15,1,maple,6.3
2024-02-15,1,rosewood,75.5
2024-02-15,2,mahogany,12.2
2024-02-15,2,maple,7.1
2024-02-15,2,rosewood,67.44
2024-02-15,3,mahogany,12.7
2024-02-15,3,maple,5.49
2024-02-15,3,rosewood,64.87
2024-02-16,1,mahogany,12.92
2024-02-16,1,maple,5.3
2024-02-16,1,rosewood,70.53
2024-02-16,2,mahogany,12.84
2024-02-16,2,maple,5.81
2024-02-16,2,rosewood,72.4
2024-02-16,3,mahogany,13.65
2024-02-16,3,maple,5.9
2024-02-16,3,rosewood,69.13
2024-02-17,1,mahogany,14.12
2024-02-17,1,maple,6.53
2024-02-17,1,rosewood,66.85
2024-02-17,2,mahogany,9.19
2024-02-17,2,maple,7.42
2024-02-17,2,rosewood,57.29
2024-02-17,3,mahogany,12.27
2024-02-17,3,maple,6.66
2024-02-17,3,rosewood,72.78
2024-02-18,1,mahogany,11.89
2024-02-18,1,maple,6.49
2024-02-18,1,rosewood,74.58
2024-02-18,2,mahogany,
2024-02-18,2,maple,6.48
2024-02-18,2,rosewood,70.75
2024-02-18,3,mahogany,13.18
2024-02-18,3,maple,6.72
2024-02-18,3,rosewood,66.41
2024-02-19,1,mahogany,11.91
2024-02-19,1,maple,6.02
2024-02-19,1,rosewood,77.03
2024-02-19,2,mahogany,
2024-02-19,2,maple,5.52
2024-02-19,2,rosewood,64.36
2024-02-19,3,mahogany,13.54
2024-02-19,3,maple,5.58
2024-02-19,3,rosewood,72.56
2024-02-20,1,mahogany,13.05
2024-02-20,1,maple,6.19
2024-02-20,1,rosewood,76.85
2024-02-20,2,mahogany,11.22
2024-02-20,2,maple,5.94
2024-02-20,2,rosewood,86.48
2024-02-20,3,mahogany,12.08
2024-02-20,3,maple,6.11
2024-02-20,3,rosewood,63.65
2024-02-21,1,mahogany,11.57
2024-02-21,1,maple,
2024-02-21,1,rosewood,59.17
2024-02-21,2,mahogany,10.24
2024-02-21,2,maple,7.28
2024-02-21,2,rosewood,68.99
2024-02-21,3,mahogany,11.38
2024-02-21,3,maple,6.44
2024-02-21,3,rosewood,70.19
2024-02-22,1,mahogany,12.82
2024-02-22,1,maple,5.85
2024-02-22,1,rosewood,67.03
2024-02-22,2,mahogany,11.57
2024-02-22,2,maple,6.21
2024-02-22,2,rosewood,67.35
2024-02-22,3,mahogany,11.33
2024-02-22,3,maple,6.42
2024-02-22,3,rosewood,67.13
2024-02-23,1,mahogany,14.68
2024-02-23,1,maple,6.63
2024-02-23,1,rosewood,67.97
2024-02-23,2,mahogany,13.59
2024-02-23,2,maple,6.63
2024-02-23,2,rosewood,74.8
2024-02-23,3,mahogany,12.32
2024-02-23,3,maple,5.85
2024-02-23,3,rosewood,69.04
2024-02-24,1,mahogany,14.12
2024-02-24,1,maple,5.9
2024-02-24,1,rosewood,71.25
2024-02-24,2,mahogany,14.76
2024-02-24,2,maple,6.69
2024-02-24,2,rosewood,54.1
2024-02-24,3,mahogany,12.96
2024-02-24,3,maple,6.72
2024-02-24,3,rosewood,71.57
2024-02-25,1,mahogany,12.82
2024-02-25,1,maple,6.59
2024-02-25,1,rosewood,66.36
2024-02-25,2,mahogany,13.4
2024-02-25,2,maple,6.21
2024-02-25,2,rosewood,72.88
2024-02-25,3,mahogany,12.87
2024-02-25,3,maple,6.05
2024-02-25,3,rosewood,70.27
2024-02-26,1,mahogany,12.36
2024-02-26,1,maple,6.48
2024-02-26,1,rosewood,82.11
2024-02-26,2,mahogany,13.51
2024-02-26,2,maple,6.42
2024-02-26,2,rosewood,73.21
2024-02-26,3,mahogany,12.91
2024-02-26,3,maple,6.07
2024-02-26,3,rosewood,70.16
2024-02-27,1,mahogany,11.83
2024-02-27,1,maple,6.22
2024-02-27,1,rosewood,72.06
2024-02-27,2,mahogany,
2024-02-27,2,maple,5.88
2024-02-27,2,rosewood,87.83
2024-02-27,3,mahogany,12.43
2024-02-27,3,maple,5.53
2024-02-27,3,rosewood,56.85
2024-02-28,1,mahogany,11.29
2024-02-28,1,maple,6.51
2024-02-28,1,rosewood,62.83
2024-02-28,2,mahogany,14.14
2024-02-28,2,maple,6.27
2024-02-28,2,rosewood,78.06
2024-02-28,3,mahogany,13.4
2024-02-28,3,maple,6.15
2024-02-28,3,rosewood,69.57
2024-02-29,1,mahogany,12.08
2024-02-29,1,maple,6.41
2024-02-29,1,rosewood,69.84
2024-02-29,2,mahogany,13.57
2024-02-29,2,maple,6.8
2024-02-29,2,rosewood,73.5
2024-02-29,3,mahogany,13.21
2024-02-29,3,maple,5.91
2024-02-29,3,rosewood,79.22
2024-03-01,1,mahogany,12.43
2024-03-01,1,maple,5.81
2024-03-01,1,rosewood,67.5
2024-03-01,2,mahogany,
2024-03-01,2,maple,4.61
2024-03-01,2,rosewood,97.42
2024-03-01,3,mahogany,12.0
2024-03-01,3,maple,6.44
2024-03-01,3,rosewood,71.81
2024-03-02,1,mahogany,12.04
2024-03-02,1,maple,5.95
2024-03-02,1,rosewood,83.45
2024-03-02,2,mahogany,12.46
2024-03-02,2,maple,
2024-03-02,2,rosewood,62.28
2024-03-02,3,mahogany,12.54
2024-03-02,3,maple,6.16
2024-03-02,3,rosewood,65.01
2024-03-03,1,mahogany,13.29
2024-03-03,1,maple,6.46
2024-03-03,1,rosewood,71.54
2024-03-03,2,mahogany,11.0
2024-03-03,2,maple,6.44
2024-03-03,2,rosewood,64.72
2024-03-03,3,mahogany,13.4
2024-03-03,3,maple,6.57
2024-03-03,3,rosewood,76.47
2024-03-04,1,mahogany,12.49
2024-03-04,1,maple,7.02
2024-03-04,1,rosewood,71.11
2024-03-04,2,mahogany,
2024-03-04,2,maple,5.42
2024-03-04,2,rosewood,65.98
2024-03-04,3,mahogany,15.47
2024-03-04,3,maple,6.2
2024-03-04,3,rosewood,62.76
2024-03-05,1,mahogany,12.86
2024-03-05,1,maple,6.69
2024-03-05,1,rosewood,69.38
2024-03-05,2,mahogany,10.2
2024-03-05,2,maple,5.02
2024-03-05,2,rosewood,73.92
2024-03-05,3,mahogany,13.55
2024-03-05,3,maple,6.79
2024-03-05,3,rosewood,68.85
2024-03-06,1,mahogany,12.94
2024-03-06,1,maple,5.36
2024-03-06,1,rosewood,78.27
2024-03-06,2,mahogany,15.09
2024-03-06,2,maple,6.69
2024-03-06,2,rosewood,68.52
2024-03-06,3,mahogany,12.34
2024-03-06,3,maple,6.78
2024-03-06,3,rosewood,62.58
2024-03-07,1,mahogany,12.6
2024-03-07,1,maple,6.55
2024-03-07,1,rosewood,63.02
2024-03-07,2,mahogany,12.41
2024-03-07,2,maple,6.84
2024-03-07,2,rosewood,72.41
2024-03-07,3,mahogany,11.22
2024-03-07,3,maple,5.47
2024-03-07,3,rosewood,66.64
2024-03-08,1,mahogany,11.93
2024-03-08,1,maple,5.97
2024-03-08,1,rosewood,68.2
2024-03-08,2,mahogany,16.39
2024-03-08,2,maple,6.11
2024-03-08,2,rosewood,75.62
2024-03-08,3,mahogany,12.55
2024-03-08,3,maple,5.91
2024-03-08,3,rosewood,68.29
2024-03-09,1,mahogany,11.24
2024-03-09,1,maple,5.84
2024-03-09,1,rosewood,70.05
2024-03-09,2,mahogany,14.22
2024-03-09,2,maple,6.72
2024-03-09,2,rosewood,93.58
2024-03-09,3,mahogany,12.36
2024-03-09,3,maple,6.8
2024-03-09,3,rosewood,63.18
2024-03-10,1,mahogany,11.65
2024-03-10,1,maple,7.09
2024-03-10,1,rosewood,74.87
2024-03-10,2,mahogany,13.43
2024-03-10,2,maple,7.3
2024-03-10,2,rosewood,74.91
2024-03-10,3,mahogany,12.7
2024-03-10,3,maple,6.47
2024-03-10,3,rosewood,62.89
2024-03-11,1,mahogany,13.9
2024-03-11,1,maple,6.64
2024-03-11,1,rosewood,68.59
2024-03-11,2,mahogany,12.04
2024-03-11,2,maple,7.31
2024-03-11,2,rosewood,77.98
2024-03-11,3,mahogany,13.2
2024-03-11,3,maple,6.17
2024-03-11,3,rosewood,69.68
2024-03-12,1,mahogany,
2024-03-12,1,maple,5.5
2024-03-12,1,rosewood,60.8
2024-03-12,2,mahogany,11.3
2024-03-12,2,maple,5.16
2024-03-12,2,rosewood,88.97
2024-03-12,3,mahogany,13.51
2024-03-12,3,maple,6.74
2024-03-12,3,rosewood,67.14
2024-03-13,1,mahogany,10.88
2024-03-13,1,maple,5.31
2024-03-13,1,rosewood,77.75
2024-03-13,2,mahogany,13.56
2024-03-13,2,maple,6.17
2024-03-13,2,rosewood,75.87
2024-03-13,3,mahogany,12.31
2024-03-13,3,maple,6.53
2024-03-13,3,rosewood,64.07
2024-03-14,1,mahogany,11.28
2024-03-14,1,maple,5.17
2024-03-14,1,rosewood,72.22
2024-03-14,2,mahogany,10.66
2024-03-14,2,maple,6.2
2024-03-14,2,rosewood,72.88
2024-03-14,3,mahogany,11.17
2024-03-14,3,maple,5.45
2024-03-14,3,rosewood,71.4
2024-03-15,1,mahogany,12.48
2024-03-15,1,maple,6.81
2024-03-15,1,rosewood,70.68
2024-03-15,2,mahogany,13.52
2024-03-15,2,maple,6.88
2024-03-15,2,rosewood,58.19
2024-03-15,3,mahogany,12.22
2024-03-15,3,maple,6.63
2024-03-15,3,rosewood,73.42
2024-03-16,1,mahogany,11.69
2024-03-16,1,maple,6.25
2024-03-16,1,rosewood,65.62
2024-03-16,2,mahogany,13.69
2024-03-16,2,maple,6.8
2024-03-16,2,rosewood,72.29
2024-03-16,3,mahogany,12.35
2024-03-16,3,maple,5.97
2024-03-16,3,rosewood,61.23
2024-03-17,1,mahogany,11.45
2024-03-17,1,maple,6.95
2024-03-17,1,rosewood,73.19
2024-03-17,2,mahogany,15.55
2024-03-17,2,maple,5.38
2024-03-17,2,rosewood,64.38
2024-03-17,3,mahogany,11.74
2024-03-17,3,maple,6.27
2024-03-17,3,rosewood,74.66
2024-03-18,1,mahogany,12.36
2024-03-18,1,maple,5.54
2024-03-18,1,rosewood,63.09
2024-03-18,2,mahogany,15.64
2024-03-18,2,maple,6.81
2024-03-18,2,rosewood,77.74
2024-03-18,3,mahogany,12.58
2024-03-18,3,maple,6.33
2024-03-18,3,rosewood,60.96
2024-03-19,1,mahogany,11.51
2024-03-19,1,maple,6.74
2024-03-19,1,rosewood,63.88
2024-03-19,2,mahogany,11.91
2024-03-19,2,maple,6.49
2024-03-19,2,rosewood,84.78
2024-03-19,3,mahogany,11.97
2024-03-19,3,maple,6.43
2024-03-19,3,rosewood,62.87
2024-03-20,1,mahogany,11.35
2024-03-20,1,maple,6.16
2024-03-20,1,rosewood,73.97
2024-03-20,2,mahogany,13.23
2024-03-20,2,maple,8.76
2024-03-20,2,rosewood,72.78
2024-03-20,3,mahogany,12.4
2024-03-20,3,maple,6.38
2024-03-20,3,rosewood,70.65
2024-03-21,1,mahogany,12.06
2024-03-21,1,maple,5.74
2024-03-21,1,rosewood,70.16
2024-03-21,2,mahogany,12.48
2024-03-21,2,maple,8.73
2024-03-21,2,rosewood,68.8
2024-03-21,3,mahogany,9.97
2024-03-21,3,maple,6.28
2024-03-21,3,rosewood,71.67
2024-03-22,1,mahogany,12.29
2024-03-22,1,maple,4.67
2024-03-22,1,rosewood,71.64
2024-03-22,2,mahogany,15.37
2024-03-22,2,maple,7.57
2024-03-22,2,rosewood,69.73
2024-03-22,3,mahogany,13.99
2024-03-22,3,maple,6.32
2024-03-22,3,rosewood,66.93
2024-03-23,1,mahogany,11.62
2024-03-23,1,maple,5.97
2024-03-23,1,rosewood,70.9
2024-03-23,2,mahogany,12.51
2024-03-23,2,maple,6.9
2024-03-23,2,rosewood,96.03
2024-03-23,3,mahogany,12.37
2024-03-23,3,maple,6.74
2024-03-23,3,rosewood,75.57
2024-03-24,1,mahogany,11.91
2024-03-24,1,maple,6.1
2024-03-24,1,rosewood,69.02
2024-03-24,2,mahogany,
2024-03-24,2,maple,5.92
2024-03-24,2,rosewood,76.13
2024-03-24,3,mahogany,12.48
2024-03-24,3,maple,6.54
2024-03-24,3,rosewood,75.49
2024-03-25,1,mahogany,12.07
2024-03-25,1,maple,5.89
2024-03-25,1,rosewood,65.05
2024-03-25,2,mahogany,10.86
2024-03-25,2,maple,4.3
2024-03-25,2,rosewood,84.04
2024-03-25,3,mahogany,11.38
2024-03-25,3,maple,6.21
2024-03-25,3,rosewood,73.93
2024-03-26,1,mahogany,12.5
2024-03-26,1,maple,6.51
2024-03-26,1,rosewood,63.33
2024-03-26,2,mahogany,12.62
2024-03-26,2,maple,6.09
2024-03-26,2,rosewood,74.01
2024-03-26,3,mahogany,
2024-03-26,3,maple,5.85
2024-03-26,3,rosewood,76.03
2024-03-27,1,mahogany,12.9
2024-03-27,1,maple,6.69
2024-03-27,1,rosewood,71.58
2024-03-27,2,mahogany,11.17
2024-03-27,2,maple,7.37
2024-03-27,2,rosewood,64.15
2024-03-27,3,mahogany,12.18
2024-03-27,3,maple,6.12
2024-03-27,3,rosewood,71.3
2024-03-28,1,mahogany,14.38
2024-03-28,1,maple,5.79
2024-03-28,1,rosewood,75.2
2024-03-28,2,mahogany,13.9
2024-03-28,2,maple,7.0
2024-03-28,2,rosewood,77.96
2024-03-28,3,mahogany,12.29
2024-03-28,3,maple,5.38
2024-03-28,3,rosewood,57.82
2024-03-29,1,mahogany,11.73
2024-03-29,1,maple,5.94
2024-03-29,1,rosewood,62.49
2024-03-29,2,mahogany,14.21
2024-03-29,2,maple,6.28
2024-03-29,2,rosewood,75.11
2024-03-29,3,mahogany,12.99
2024-03-29,3,maple,6.62
2024-03-29,3,rosewood,69.73
2024-03-30,1,mahogany,10.91
2024-03-30,1,maple,6.3
2024-03-30,1,rosewood,66.35
2024-03-30,2,mahogany,13.43
2024-03-30,2,maple,7.12
2024-03-30,2,rosewood,52.23
2024-03-30,3,mahogany,12.58
